Resource ID,Disaster ID,Resource Type,Quantity,Cost (USD),Deployment Date,Location,Status
R-6791,D-2559,Medical Kits,114,37870.94,2/16/2005,Thane,Pending
R-6792,D-1520,Food,14,42578.91,7/11/2009,Nagpur,Pending
R-6793,D-1785,Water,847,22185.64,3/9/2016,Satara,Pending
R-6794,D-2649,Shelter,222,37266.11,7/26/2007,Mumbai,Used
R-6795,D-2403,Water,110,17155.26,6/18/2005,Thane,Pending
R-6796,D-2616,Medical Kits,687,9043.0,7/28/2017,Aurangabad,Pending
R-6797,D-2263,Clothing,787,21846.31,1/6/2004,Solapur,Allocated
R-6798,D-1250,Shelter,600,3530.34,10/4/2021,Kolhapur,Used
R-6799,D-2084,Food,701,28903.72,2/3/2014,Thane,Pending
R-6800,D-1850,Shelter,480,7005.7,5/13/2021,Aurangabad,Used
R-6801,D-1305,Clothing,689,2345.41,11/3/2007,Mumbai,Used
R-6802,D-1292,Rescue Equipment,915,17591.06,11/16/2016,Mumbai,Pending
R-6803,D-1143,Shelter,152,43672.34,6/1/2012,Aurangabad,Pending
R-6804,D-2369,Shelter,783,45651.85,4/20/2006,Satara,Allocated
R-6805,D-1963,Medical Kits,799,48573.0,7/12/2010,Pune,Allocated
R-6806,D-2553,Clothing,39,46050.25,6/19/2013,Satara,Pending
R-6807,D-2352,Water,659,4411.57,4/9/2010,Nashik,Allocated
R-6808,D-2414,Clothing,14,32599.69,4/29/2013,Kolhapur,Used
R-6809,D-2924,Water,395,30434.34,7/19/2011,Thane,Pending
R-6810,D-1843,Rescue Equipment,302,21785.78,7/29/2008,Ratnagiri,Used
R-6811,D-2086,Food,781,22077.22,5/20/2007,Thane,Allocated
R-6812,D-2770,Rescue Equipment,90,12972.22,5/13/2010,Pune,Allocated
R-6813,D-2348,Food,987,25225.0,7/16/2005,Mumbai,Used
R-6814,D-2346,Water,127,5149.9,7/12/2016,Pune,Allocated
R-6815,D-2347,Rescue Equipment,698,21637.22,6/3/2014,Nagpur,Used
R-6816,D-2962,Rescue Equipment,811,49660.65,4/27/2017,Satara,Allocated
R-6817,D-2931,Water,487,736.77,3/22/2010,Mumbai,Allocated
R-6818,D-2482,Medical Kits,13,38318.72,10/20/2004,Thane,Pending
R-6819,D-1434,Shelter,171,48031.58,1/15/2015,Solapur,Pending
R-6820,D-1869,Shelter,118,17485.0,9/20/2008,Satara,Used
R-6821,D-1343,Shelter,664,39382.03,8/19/2023,Aurangabad,Allocated
R-6822,D-1273,Food,893,389.73,3/7/2012,Aurangabad,Pending
R-6823,D-1699,Shelter,284,11466.79,2/15/2010,Ratnagiri,Used
R-6824,D-1393,Medical Kits,890,29964.96,3/19/2018,Pune,Pending
R-6825,D-1145,Shelter,362,22288.31,12/14/2014,Thane,Allocated
R-6826,D-2022,Food,577,26696.94,8/5/2015,Pune,Used
R-6827,D-2013,Rescue Equipment,856,9133.82,7/22/2017,Kolhapur,Allocated
R-6828,D-2569,Rescue Equipment,500,42851.94,9/20/2007,Mumbai,Pending
R-6829,D-1316,Food,515,18772.93,1/14/2005,Nagpur,Used
R-6830,D-2034,Rescue Equipment,979,35116.28,8/21/2015,Pune,Used
R-6831,D-2521,Food,815,26805.59,4/9/2023,Mumbai,Pending
R-6832,D-1335,Shelter,427,41009.34,7/3/2011,Kolhapur,Pending
R-6833,D-2475,Food,520,12183.96,3/1/2007,Pune,Allocated
R-6834,D-2237,Shelter,762,3419.35,10/9/2011,Nashik,Used
R-6835,D-1812,Rescue Equipment,573,22261.45,8/10/2023,Pune,Used
R-6836,D-1513,Rescue Equipment,320,7544.16,4/2/2005,Thane,Used
R-6837,D-1984,Rescue Equipment,65,44788.98,9/17/2021,Solapur,Allocated
R-6838,D-1982,Rescue Equipment,137,6145.1,12/23/2017,Satara,Pending
R-6839,D-2849,Clothing,205,8731.27,2/17/2008,Kolhapur,Pending
R-6840,D-2081,Food,223,7522.93,11/6/2021,Solapur,Allocated
R-6841,D-2143,Water,517,26714.97,8/22/2018,Solapur,Used
R-6842,D-2370,Shelter,973,21487.08,4/2/2021,Satara,Used
R-6843,D-1025,Medical Kits,605,20496.64,8/27/2004,Pune,Pending
R-6844,D-2564,Shelter,603,8124.56,7/19/2022,Ratnagiri,Allocated
R-6845,D-1194,Medical Kits,445,3269.33,2/3/2011,Pune,Pending
R-6846,D-1660,Clothing,329,22517.44,8/17/2020,Solapur,Used
R-6847,D-1022,Rescue Equipment,174,12875.33,12/31/2009,Pune,Used
R-6848,D-2262,Food,975,2786.04,7/24/2008,Nagpur,Pending
R-6849,D-1616,Clothing,361,16960.61,4/2/2010,Satara,Allocated
R-6850,D-1879,Shelter,753,30752.92,10/20/2005,Satara,Allocated
R-6851,D-2721,Food,261,37735.1,3/8/2023,Nagpur,Allocated
R-6852,D-2041,Clothing,841,32237.77,9/15/2021,Solapur,Allocated
R-6853,D-1241,Rescue Equipment,511,36886.18,1/9/2020,Ratnagiri,Pending
R-6854,D-2425,Medical Kits,564,10157.22,3/16/2010,Solapur,Used
R-6855,D-1420,Shelter,287,28571.59,8/28/2015,Mumbai,Used
R-6856,D-1021,Medical Kits,299,1092.27,1/11/2015,Kolhapur,Pending
R-6857,D-2573,Water,516,4415.89,9/15/2013,Ratnagiri,Allocated
R-6858,D-2195,Medical Kits,728,29192.93,3/27/2008,Aurangabad,Used
R-6859,D-1905,Shelter,472,42669.2,2/21/2012,Nagpur,Used
R-6860,D-2093,Medical Kits,528,47128.82,11/4/2007,Satara,Used
R-6861,D-1999,Shelter,754,20657.06,7/19/2019,Kolhapur,Pending
R-6862,D-2440,Medical Kits,332,16505.01,11/28/2010,Kolhapur,Pending
R-6863,D-2043,Medical Kits,380,9457.74,6/18/2006,Mumbai,Allocated
R-6864,D-2491,Rescue Equipment,25,45396.38,7/14/2005,Solapur,Used
R-6865,D-1639,Medical Kits,63,47773.33,8/12/2012,Kolhapur,Pending
R-6866,D-2523,Rescue Equipment,704,34606.82,1/23/2008,Aurangabad,Pending
R-6867,D-2944,Rescue Equipment,125,43494.93,8/1/2020,Nagpur,Used
R-6868,D-2902,Medical Kits,13,31140.32,7/21/2004,Nagpur,Allocated
R-6869,D-1719,Shelter,15,1191.9,11/10/2021,Satara,Pending
R-6870,D-2906,Medical Kits,298,7477.95,6/20/2011,Solapur,Used
R-6871,D-2835,Shelter,70,22210.5,7/19/2011,Aurangabad,Allocated
R-6872,D-1993,Clothing,926,6099.06,3/18/2008,Pune,Pending
R-6873,D-2740,Food,938,48906.39,3/26/2008,Pune,Allocated
R-6874,D-1464,Food,598,27913.93,7/7/2009,Nashik,Allocated
R-6875,D-2162,Clothing,808,34195.82,11/19/2014,Thane,Allocated
R-6876,D-2375,Water,272,5814.52,3/27/2012,Mumbai,Allocated
R-6877,D-2660,Water,65,17862.11,7/26/2014,Mumbai,Allocated
R-6878,D-2741,Clothing,880,18336.69,4/14/2005,Aurangabad,Allocated
R-6879,D-1388,Medical Kits,264,25110.66,6/20/2019,Satara,Allocated
R-6880,D-2110,Water,523,22550.45,5/31/2021,Ratnagiri,Allocated
R-6881,D-1274,Food,468,36705.91,10/17/2010,Kolhapur,Allocated
R-6882,D-2854,Medical Kits,643,26652.1,7/29/2004,Nashik,Pending
R-6883,D-1249,Rescue Equipment,283,24344.31,6/16/2008,Kolhapur,Pending
R-6884,D-2671,Rescue Equipment,752,20566.72,12/20/2017,Kolhapur,Used
R-6885,D-1727,Water,768,12318.75,9/27/2022,Thane,Used
R-6886,D-2061,Rescue Equipment,916,15703.42,10/25/2019,Kolhapur,Used
R-6887,D-2716,Rescue Equipment,162,16979.67,9/24/2013,Nashik,Pending
R-6888,D-1492,Rescue Equipment,63,45909.26,1/13/2010,Mumbai,Pending
R-6889,D-2009,Medical Kits,345,7606.4,1/24/2009,Pune,Pending
R-6890,D-1620,Rescue Equipment,846,6172.09,2/1/2013,Aurangabad,Allocated
R-6891,D-2413,Shelter,122,48185.76,4/17/2007,Ratnagiri,Pending
R-6892,D-2315,Shelter,28,34701.73,6/7/2007,Pune,Pending
R-6893,D-1071,Shelter,649,42904.43,10/27/2018,Solapur,Allocated
R-6894,D-2993,Clothing,305,24754.61,12/21/2018,Kolhapur,Pending
R-6895,D-1994,Rescue Equipment,341,27418.38,3/26/2017,Kolhapur,Pending
R-6896,D-1102,Shelter,934,4658.49,12/31/2015,Nagpur,Allocated
R-6897,D-1847,Water,540,2805.43,6/5/2011,Solapur,Allocated
R-6898,D-1718,Medical Kits,675,5509.6,2/1/2016,Ratnagiri,Allocated
R-6899,D-2875,Rescue Equipment,969,22037.1,9/26/2017,Satara,Used
R-6900,D-2808,Water,721,30157.0,5/9/2018,Satara,Allocated
R-6901,D-2166,Shelter,174,1316.84,5/3/2017,Aurangabad,Used
R-6902,D-1208,Water,338,27331.23,8/26/2004,Pune,Used
R-6903,D-2895,Shelter,867,36286.38,3/16/2013,Solapur,Allocated
R-6904,D-2759,Water,340,19457.67,4/3/2008,Pune,Allocated
R-6905,D-2075,Medical Kits,984,9740.38,9/1/2019,Solapur,Used
R-6906,D-2922,Rescue Equipment,11,15719.26,9/24/2012,Satara,Used
R-6907,D-2702,Shelter,580,41287.72,12/6/2013,Aurangabad,Pending
R-6908,D-2970,Medical Kits,255,27805.51,8/7/2022,Pune,Pending
R-6909,D-1067,Clothing,382,25279.82,6/14/2016,Aurangabad,Allocated
R-6910,D-1780,Water,682,43114.73,9/13/2005,Thane,Pending
R-6911,D-2710,Medical Kits,969,34900.78,5/4/2018,Nashik,Pending
R-6912,D-2375,Clothing,846,7783.22,9/30/2013,Solapur,Allocated
R-6913,D-2643,Water,497,14537.98,9/19/2020,Satara,Used
R-6914,D-1537,Water,917,45831.53,10/19/2021,Ratnagiri,Pending
R-6915,D-2498,Clothing,710,8300.55,5/12/2016,Kolhapur,Allocated
R-6916,D-2500,Food,861,25397.67,9/18/2021,Satara,Used
R-6917,D-1343,Rescue Equipment,600,37201.78,6/7/2017,Solapur,Used
R-6918,D-1729,Water,410,20129.98,11/3/2004,Mumbai,Allocated
R-6919,D-1018,Food,511,37137.74,10/29/2014,Nagpur,Pending
R-6920,D-2920,Clothing,454,43750.23,3/23/2017,Solapur,Used
R-6921,D-1678,Water,100,25978.33,5/15/2016,Nagpur,Pending
R-6922,D-2994,Water,746,7387.53,8/17/2010,Thane,Used
R-6923,D-1618,Food,374,17255.11,3/9/2015,Satara,Allocated
R-6924,D-1446,Medical Kits,357,43649.99,1/22/2012,Nagpur,Allocated
R-6925,D-2041,Shelter,583,34004.33,6/23/2012,Nagpur,Used
R-6926,D-2436,Clothing,423,36478.92,9/13/2014,Aurangabad,Used
R-6927,D-2072,Clothing,393,32530.45,1/1/2019,Nagpur,Used
R-6928,D-1331,Water,151,48360.02,2/8/2012,Solapur,Pending
R-6929,D-1514,Water,209,31079.8,7/13/2016,Pune,Allocated
R-6930,D-2953,Rescue Equipment,249,6141.9,6/25/2019,Ratnagiri,Pending
R-6931,D-1352,Medical Kits,838,24124.78,7/22/2012,Ratnagiri,Pending
R-6932,D-1362,Clothing,53,26182.69,11/23/2016,Kolhapur,Pending
R-6933,D-2986,Shelter,14,46626.99,7/26/2014,Aurangabad,Pending
R-6934,D-1449,Rescue Equipment,119,10659.35,5/6/2016,Nashik,Allocated
R-6935,D-1740,Medical Kits,675,2722.34,10/25/2017,Kolhapur,Used
R-6936,D-1398,Rescue Equipment,876,33007.09,6/21/2005,Nashik,Pending
R-6937,D-1392,Food,595,18551.49,5/5/2014,Solapur,Pending
R-6938,D-1251,Medical Kits,112,35783.87,7/19/2016,Nagpur,Pending
R-6939,D-1549,Rescue Equipment,221,2372.87,2/7/2009,Thane,Pending
R-6940,D-2931,Rescue Equipment,546,49454.39,5/12/2020,Kolhapur,Used
R-6941,D-1246,Water,64,17372.18,8/23/2005,Solapur,Pending
R-6942,D-1189,Rescue Equipment,949,38113.37,12/12/2022,Satara,Pending
R-6943,D-1445,Water,441,17810.63,2/21/2018,Nashik,Used
R-6944,D-2049,Medical Kits,77,23904.91,7/28/2023,Nashik,Pending
R-6945,D-2525,Medical Kits,996,32861.76,3/18/2011,Thane,Allocated
R-6946,D-1553,Medical Kits,173,14738.44,4/1/2007,Kolhapur,Allocated
R-6947,D-1945,Rescue Equipment,391,22741.52,7/13/2017,Solapur,Pending
R-6948,D-1417,Rescue Equipment,498,35639.55,12/29/2013,Thane,Pending
R-6949,D-2628,Shelter,475,45680.74,6/23/2022,Mumbai,Allocated
R-6950,D-2997,Clothing,366,21337.41,6/12/2008,Aurangabad,Allocated
R-6951,D-1301,Medical Kits,662,49742.0,7/4/2007,Pune,Pending
R-6952,D-1058,Rescue Equipment,748,25686.08,8/3/2015,Solapur,Allocated
R-6953,D-1694,Medical Kits,693,7461.72,4/5/2019,Satara,Used
R-6954,D-1936,Medical Kits,297,10640.89,10/19/2004,Nagpur,Pending
R-6955,D-2490,Shelter,590,33882.67,1/10/2014,Solapur,Used
R-6956,D-2928,Rescue Equipment,404,31679.17,8/30/2020,Mumbai,Used
R-6957,D-1686,Medical Kits,631,26665.01,10/19/2015,Aurangabad,Used
R-6958,D-2064,Shelter,694,1559.0,10/3/2023,Kolhapur,Used
R-6959,D-2225,Medical Kits,437,11520.69,12/26/2006,Ratnagiri,Used
R-6960,D-2150,Medical Kits,482,28175.41,5/12/2004,Kolhapur,Pending
R-6961,D-2429,Food,497,8703.76,10/10/2019,Thane,Allocated
R-6962,D-1093,Water,714,42449.27,4/7/2014,Solapur,Allocated
R-6963,D-1506,Clothing,387,565.25,7/2/2007,Thane,Used
R-6964,D-2990,Medical Kits,785,14486.1,3/3/2009,Thane,Pending
R-6965,D-2845,Medical Kits,370,17791.53,1/26/2015,Thane,Pending
R-6966,D-1156,Food,175,12632.33,8/24/2014,Mumbai,Allocated
R-6967,D-1368,Food,479,6033.53,9/16/2008,Aurangabad,Used
R-6968,D-1188,Water,78,48033.83,4/9/2010,Aurangabad,Used
R-6969,D-2595,Clothing,106,48061.63,1/30/2012,Ratnagiri,Pending
R-6970,D-2362,Food,773,41363.15,2/17/2009,Kolhapur,Used
R-6971,D-2032,Medical Kits,797,16711.53,3/11/2014,Solapur,Used
R-6972,D-2182,Shelter,796,40218.32,10/13/2007,Ratnagiri,Used
R-6973,D-1432,Water,661,11602.02,3/21/2018,Pune,Used
R-6974,D-1529,Clothing,231,43815.55,3/16/2023,Pune,Used
R-6975,D-1587,Food,730,35961.61,3/13/2016,Nashik,Allocated
R-6976,D-2349,Medical Kits,37,13246.11,6/30/2004,Kolhapur,Used
R-6977,D-1018,Rescue Equipment,765,37984.23,11/19/2022,Ratnagiri,Allocated
R-6978,D-1913,Rescue Equipment,428,4803.78,7/4/2007,Aurangabad,Allocated
R-6979,D-1506,Rescue Equipment,228,34314.56,6/12/2012,Pune,Pending
R-6980,D-2728,Rescue Equipment,147,30469.9,10/27/2010,Ratnagiri,Allocated
R-6981,D-1752,Clothing,337,11407.74,3/20/2015,Nagpur,Allocated
R-6982,D-1090,Shelter,596,39001.09,5/21/2017,Aurangabad,Used
R-6983,D-2849,Medical Kits,277,26887.28,8/18/2014,Nagpur,Pending
R-6984,D-2641,Shelter,245,16122.24,1/24/2021,Aurangabad,Pending
R-6985,D-2731,Food,377,18498.95,4/22/2007,Thane,Pending
R-6986,D-1852,Rescue Equipment,690,14697.68,4/6/2017,Solapur,Used
R-6987,D-2459,Rescue Equipment,80,17220.18,6/13/2012,Thane,Used
R-6988,D-2746,Food,298,48570.92,4/5/2004,Aurangabad,Allocated
R-6989,D-1014,Water,475,33616.86,5/8/2009,Nagpur,Allocated
R-6990,D-1707,Clothing,451,7174.01,5/1/2022,Pune,Pending
R-6991,D-2772,Shelter,844,30482.07,7/5/2022,Nagpur,Used
R-6992,D-2676,Shelter,450,6237.84,8/25/2006,Nagpur,Pending
R-6993,D-2060,Rescue Equipment,971,4459.16,9/22/2017,Kolhapur,Allocated
R-6994,D-2717,Water,210,14197.83,2/23/2007,Mumbai,Allocated
R-6995,D-1672,Rescue Equipment,804,29011.0,3/18/2006,Kolhapur,Used
R-6996,D-2483,Water,938,5161.26,7/16/2007,Mumbai,Pending
R-6997,D-1408,Water,603,44589.94,8/9/2012,Ratnagiri,Used
R-6998,D-1985,Shelter,376,43587.45,12/16/2015,Nashik,Pending
R-6999,D-1949,Medical Kits,974,45126.31,5/22/2023,Pune,Used
R-5000,D-1227,Rescue Equipment,581,27212.76,06/14/2018,Ahmednagar,Allocated
R-5001,D-2151,Shelter,103,34395.22,07/10/2024,Ahmednagar,Pending
R-5002,D-1990,Medical,174,14517.28,01/11/2024,Satara,Used
R-5003,D-2507,Medical,700,14804.63,03/25/2024,Pune,Pending
R-5004,D-1350,Rescue Equipment,884,16857.84,04/03/2018,Ahmednagar,Used
R-5005,D-1963,Food,531,41337.23,10/08/2022,Pune,Pending
R-5006,D-2303,Medical,161,12512.61,07/30/2022,Ahmednagar,Pending
R-5007,D-2419,Food,837,21963.74,08/23/2019,Satara,Pending
R-5008,D-1369,Rescue Equipment,634,28481.42,07/09/2024,Nagpur,Used
R-5009,D-1608,Shelter,803,35544.93,01/03/2017,Thane,Used
R-5010,D-1266,Rescue Equipment,968,40041.75,08/12/2020,Ratnagiri,Used
R-5011,D-1816,Food,819,33294.6,12/25/2016,Aurangabad,Allocated
R-5012,D-2165,Food,158,16028.76,08/14/2019,Nagpur,Pending
R-5013,D-2660,Rescue Equipment,477,13337.8,08/08/2019,Nashik,Used
R-5014,D-2319,Shelter,266,42265.02,02/10/2021,Amravati,Allocated
R-5015,D-2720,Medical,302,43460.98,02/05/2018,Solapur,Allocated
R-5016,D-2292,Medical,868,7543.16,06/01/2016,Nagpur,Allocated
R-5017,D-1327,Medical,750,5576.3,02/25/2019,Latur,Allocated
R-5018,D-1340,Medical,112,38327.09,06/06/2015,Satara,Allocated
R-5019,D-1752,Food,488,17413.01,11/01/2023,Aurangabad,Used
R-5020,D-2427,Medical,766,38528.68,04/10/2023,Kolhapur,Pending
R-5021,D-1879,Rescue Equipment,258,19689.71,06/07/2022,Nanded,Used
R-5022,D-1951,Shelter,218,34343.63,10/06/2016,Thane,Pending
R-5023,D-1132,Food,754,32064.52,12/09/2015,Ratnagiri,Allocated
R-5024,D-2197,Food,891,42856.49,11/09/2018,Latur,Used
R-5025,D-1341,Medical,753,31523.75,08/12/2020,Mumbai,Pending
R-5026,D-2315,Shelter,691,48324.02,11/07/2015,Mumbai,Pending
R-5027,D-2379,Food,779,42210.68,03/10/2022,Ahmednagar,Pending
R-5028,D-2183,Medical,238,43735.5,03/05/2023,Ratnagiri,Allocated
R-5029,D-2542,Shelter,423,24815.81,12/21/2022,Nagpur,Used
R-5030,D-2166,Shelter,944,25217.03,02/27/2019,Nagpur,Pending
R-5031,D-2707,Rescue Equipment,417,22169.94,12/04/2018,Latur,Allocated
R-5032,D-2091,Food,761,46512.48,12/19/2024,Latur,Used
R-5033,D-2866,Food,577,20252.19,05/04/2023,Nanded,Allocated
R-5034,D-1819,Rescue Equipment,363,44070.13,09/10/2022,Pune,Used
R-5035,D-1597,Food,224,16774.82,06/23/2022,Pune,Pending
R-5036,D-2510,Shelter,577,31428.42,08/02/2024,Nagpur,Used
R-5037,D-1370,Medical,296,17225.32,06/23/2020,Thane,Pending
R-5038,D-2847,Food,206,41151.34,08/04/2016,Latur,Pending
R-5039,D-1793,Shelter,328,27230.42,10/11/2015,Mumbai,Pending
R-5040,D-1430,Medical,322,9393.67,01/28/2023,Ratnagiri,Pending
R-5041,D-1700,Food,821,22149.26,04/09/2024,Aurangabad,Pending
R-5042,D-2806,Medical,252,27614.05,05/01/2022,Pune,Allocated
R-5043,D-2954,Medical,523,44930.6,02/21/2020,Mumbai,Pending
R-5044,D-2827,Food,570,34885.23,08/15/2021,Latur,Allocated
R-5045,D-1831,Medical,993,34420.85,04/16/2017,Pune,Pending
R-5046,D-1553,Food,304,47480.33,06/13/2017,Nashik,Allocated
R-5047,D-2189,Rescue Equipment,475,16855.49,09/21/2021,Ratnagiri,Pending
R-5048,D-1032,Medical,926,16837.74,11/23/2015,Mumbai,Allocated
R-5049,D-2832,Rescue Equipment,142,26515.56,04/26/2017,Amravati,Used
R-5050,D-1771,Food,666,37862.46,02/26/2021,Thane,Used
R-5051,D-1373,Food,546,6565.82,01/26/2018,Mumbai,Pending
R-5052,D-2675,Shelter,277,28646.4,12/27/2020,Kolhapur,Used
R-5053,D-2775,Shelter,740,34736.21,06/13/2021,Latur,Allocated
R-5054,D-2361,Food,154,32416.52,12/17/2020,Thane,Used
R-5055,D-1909,Food,599,25252.66,03/28/2021,Ratnagiri,Pending
R-5056,D-1038,Shelter,886,9923.1,09/28/2021,Nashik,Pending
R-5057,D-1791,Rescue Equipment,913,45189.1,02/19/2022,Nanded,Allocated
R-5058,D-1437,Rescue Equipment,186,35690.2,01/26/2018,Ratnagiri,Pending
R-5059,D-1119,Shelter,868,5080.07,01/09/2024,Satara,Pending
R-5060,D-2862,Shelter,471,5892.94,09/28/2015,Thane,Used
R-5061,D-2803,Medical,636,23754.61,05/09/2023,Ahmednagar,Pending
R-5062,D-2250,Medical,665,32599.39,12/20/2015,Solapur,Allocated
R-5063,D-1717,Food,242,14918.84,07/04/2016,Thane,Used
R-5064,D-2366,Rescue Equipment,935,39801.04,01/01/2021,Latur,Pending
R-5065,D-1118,Rescue Equipment,991,31746.88,06/16/2023,Satara,Used
R-5066,D-1526,Shelter,900,26842.52,06/07/2019,Solapur,Used
R-5067,D-2571,Shelter,534,49800.1,09/29/2019,Thane,Pending
R-5068,D-2044,Medical,349,16197.76,05/28/2018,Ratnagiri,Pending
R-5069,D-2612,Rescue Equipment,984,40281.55,10/22/2015,Satara,Allocated
R-5070,D-2519,Rescue Equipment,551,24644.82,05/28/2020,Thane,Allocated
R-5071,D-2083,Shelter,403,47755.85,08/15/2019,Aurangabad,Pending
R-5072,D-2183,Rescue Equipment,110,15563.13,02/03/2019,Pune,Used
R-5073,D-1511,Rescue Equipment,571,37136.97,06/20/2023,Solapur,Used
R-5074,D-1646,Rescue Equipment,510,38659.14,05/16/2021,Nagpur,Pending
R-5075,D-2043,Rescue Equipment,121,36418.64,02/03/2022,Aurangabad,Pending
R-5076,D-2375,Medical,969,42450.31,10/06/2017,Amravati,Used
R-5077,D-1008,Rescue Equipment,238,42581.8,06/10/2019,Kolhapur,Allocated
R-5078,D-1776,Medical,174,29802.47,11/04/2015,Satara,Allocated
R-5079,D-1407,Food,975,29719.74,04/30/2018,Satara,Allocated
R-5080,D-1225,Medical,743,29677.79,06/03/2021,Mumbai,Used
R-5081,D-2682,Rescue Equipment,870,15932.06,03/02/2018,Solapur,Used
R-5082,D-2241,Shelter,254,13795.77,12/30/2020,Nashik,Allocated
R-5083,D-1046,Rescue Equipment,354,16178.02,07/21/2022,Kolhapur,Pending
R-5084,D-1606,Rescue Equipment,634,28468.62,08/29/2018,Nanded,Pending
R-5085,D-1943,Rescue Equipment,732,49498.64,02/02/2025,Ahmednagar,Used
R-5086,D-1466,Food,141,26878.93,08/06/2016,Nanded,Allocated
R-5087,D-2568,Medical,328,47149.66,09/18/2017,Solapur,Pending
R-5088,D-2848,Medical,377,21353.02,10/13/2015,Nagpur,Used
R-5089,D-2545,Rescue Equipment,500,32257.37,07/16/2018,Mumbai,Used
R-5090,D-1622,Medical,999,20042.06,08/04/2020,Nagpur,Used
R-5091,D-2624,Medical,490,47663.51,03/22/2022,Aurangabad,Allocated
R-5092,D-1899,Rescue Equipment,348,49474.7,05/14/2019,Latur,Pending
R-5093,D-2634,Rescue Equipment,160,34172.84,11/15/2021,Amravati,Pending
R-5094,D-2055,Shelter,618,49990.66,02/27/2022,Nagpur,Used
R-5095,D-2982,Medical,617,42658.84,02/25/2024,Latur,Used
R-5096,D-1742,Shelter,456,30520.88,09/28/2019,Pune,Pending
R-5097,D-2045,Medical,669,11325.28,09/15/2019,Ratnagiri,Pending
R-5098,D-2540,Food,349,20406.68,12/27/2016,Satara,Allocated
R-5099,D-1987,Rescue Equipment,443,43394.24,05/23/2023,Ratnagiri,Used
R-5100,D-1095,Rescue Equipment,745,14477.82,02/10/2018,Ratnagiri,Allocated
R-5101,D-1412,Shelter,718,44166.16,09/14/2024,Nagpur,Used
R-5102,D-1210,Rescue Equipment,201,6485.28,01/10/2023,Nashik,Used
R-5103,D-2219,Rescue Equipment,904,11050.64,08/19/2018,Nanded,Used
R-5104,D-1282,Medical,145,12481.34,12/03/2015,Satara,Pending
R-5105,D-1768,Rescue Equipment,462,28864.25,01/15/2016,Aurangabad,Used
R-5106,D-1182,Shelter,552,11734.11,03/16/2020,Solapur,Allocated
R-5107,D-1912,Shelter,613,18312.66,12/17/2020,Satara,Allocated
R-5108,D-1391,Rescue Equipment,270,29302.06,07/22/2017,Solapur,Used
R-5109,D-1115,Medical,753,46562.52,02/22/2022,Solapur,Used
R-5110,D-2591,Rescue Equipment,429,22448.38,02/02/2023,Thane,Used
R-5111,D-1506,Rescue Equipment,655,7945.75,11/26/2020,Nanded,Pending
R-5112,D-1676,Medical,963,35620.26,05/17/2018,Amravati,Allocated
R-5113,D-1752,Food,727,5098.56,08/10/2024,Ahmednagar,Pending
R-5114,D-2996,Medical,848,21169.6,09/04/2021,Thane,Used
R-5115,D-2847,Food,466,15575.96,10/16/2018,Solapur,Used
R-5116,D-1393,Rescue Equipment,294,19445.94,09/29/2024,Pune,Pending
R-5117,D-2072,Shelter,441,14179.07,08/29/2017,Ratnagiri,Pending
R-5118,D-2196,Rescue Equipment,681,20518.54,09/17/2015,Ahmednagar,Used
R-5119,D-2065,Medical,161,32399.3,04/19/2018,Aurangabad,Allocated
R-5120,D-1026,Shelter,635,18518.28,03/07/2017,Thane,Used
R-5121,D-1214,Medical,929,21239.63,03/22/2022,Ahmednagar,Pending
R-5122,D-1482,Rescue Equipment,508,21516.2,06/10/2020,Thane,Pending
R-5123,D-1488,Rescue Equipment,184,17232.99,09/19/2019,Solapur,Allocated
R-5124,D-1239,Shelter,537,16379.79,06/12/2024,Thane,Pending
R-5125,D-1097,Shelter,109,31370.75,03/03/2020,Pune,Used
R-5126,D-1525,Medical,827,33043.2,06/23/2016,Nanded,Allocated
R-5127,D-1780,Food,110,38571.63,04/01/2019,Kolhapur,Pending
R-5128,D-2752,Medical,893,31564.14,02/27/2021,Thane,Allocated
R-5129,D-1420,Shelter,243,19666.42,01/08/2020,Latur,Allocated
R-5130,D-1128,Shelter,846,29903.77,02/27/2018,Pune,Allocated
R-5131,D-1782,Shelter,647,11868.95,10/04/2016,Pune,Pending
R-5132,D-1180,Medical,926,17684.65,08/21/2021,Kolhapur,Pending
R-5133,D-1292,Food,440,47480.78,07/04/2019,Kolhapur,Used
R-5134,D-2661,Food,251,5399.39,03/09/2020,Ratnagiri,Allocated
R-5135,D-2671,Food,894,20565.94,01/18/2016,Mumbai,Used
R-5136,D-2244,Food,318,7594.16,10/06/2018,Thane,Used
R-5137,D-1332,Medical,887,12267.79,05/06/2024,Ratnagiri,Pending
R-5138,D-2961,Shelter,144,45917.0,11/02/2021,Amravati,Pending
R-5139,D-2410,Food,666,30908.41,12/20/2018,Amravati,Pending
R-5140,D-1330,Rescue Equipment,801,39297.73,05/13/2016,Kolhapur,Allocated
R-5141,D-2193,Food,543,27282.35,03/04/2015,Pune,Used
R-5142,D-2930,Rescue Equipment,598,40687.83,02/23/2016,Amravati,Pending
R-5143,D-1806,Shelter,194,35936.09,09/02/2020,Ratnagiri,Allocated
R-5144,D-1586,Medical,750,18126.64,04/11/2023,Satara,Pending
R-5145,D-2545,Shelter,657,32368.63,09/19/2015,Mumbai,Allocated
R-5146,D-1352,Medical,841,18664.84,06/05/2021,Solapur,Pending
